episode,step,episodic_return,episode_length,elapsed_sec
1,50,-50.0,50.0,0.09795618057250977
2,100,-50.0,50.0,0.19212651252746582
3,150,-50.0,50.0,0.2603771686553955
4,200,-50.0,50.0,0.3240377902984619
5,250,-50.0,50.0,0.3876800537109375
6,300,-50.0,50.0,0.4509918689727783
7,350,-50.0,50.0,0.5124375820159912
8,400,-50.0,50.0,0.5726044178009033
9,450,-50.0,50.0,0.6483621597290039
10,500,-50.0,50.0,0.7104508876800537
11,550,-50.0,50.0,0.7741899490356445
12,600,-50.0,50.0,0.8373010158538818
13,650,-50.0,50.0,0.8983385562896729
14,700,-50.0,50.0,0.9622793197631836
15,750,-50.0,50.0,1.022655963897705
16,800,-50.0,50.0,1.087500810623169
17,850,-50.0,50.0,1.1547718048095703
18,900,-50.0,50.0,1.2451667785644531
19,950,-50.0,50.0,1.323838472366333
20,1000,-50.0,50.0,1.389650821685791
21,1050,-50.0,50.0,1.459275722503662
22,1100,-50.0,50.0,1.5229287147521973
23,1150,-50.0,50.0,1.5896978378295898
24,1200,-50.0,50.0,1.6524271965026855
25,1250,-50.0,50.0,1.7190649509429932
26,1300,-50.0,50.0,1.7878117561340332
27,1350,-50.0,50.0,1.8498408794403076
28,1400,-50.0,50.0,1.9190716743469238
29,1450,-50.0,50.0,1.9850382804870605
30,1500,-50.0,50.0,2.047731399536133
31,1550,-50.0,50.0,2.1082000732421875
32,1600,-50.0,50.0,2.167436122894287
33,1650,-50.0,50.0,2.25365948677063
34,1700,-50.0,50.0,2.3213753700256348
35,1750,-50.0,50.0,2.3925461769104004
36,1800,-50.0,50.0,2.453449010848999
37,1850,-50.0,50.0,2.510331392288208
38,1900,-50.0,50.0,2.5746099948883057
39,1950,-50.0,50.0,2.6409878730773926
40,2000,-50.0,50.0,2.705462694168091
41,2050,-50.0,50.0,2.767631769180298
42,2100,-50.0,50.0,2.8302814960479736
43,2150,-50.0,50.0,2.8976361751556396
44,2200,-50.0,50.0,2.963771343231201
45,2250,-50.0,50.0,3.032108783721924
46,2300,-50.0,50.0,3.1098177433013916
47,2350,-50.0,50.0,3.174928903579712
48,2400,-50.0,50.0,3.2377524375915527
49,2450,-50.0,50.0,3.3008975982666016
50,2500,-50.0,50.0,3.3629398345947266
51,2550,-50.0,50.0,3.4260857105255127
52,2600,-50.0,50.0,3.4902942180633545
53,2650,-50.0,50.0,3.551443576812744
54,2700,-50.0,50.0,3.6112804412841797
55,2750,-50.0,50.0,3.676161527633667
