step,critic_loss,q1_loss,q2_loss,actor_loss,q1_mean,q2_mean,log_pi_mean
5000,0.21661323308944702,0.09127452224493027,0.12533870339393616,-0.5920891761779785,0.08073369413614273,0.020613696426153183,-2.600860595703125
5500,0.060793664306402206,0.0301886685192585,0.030604995787143707,-1.4280688762664795,0.9713024497032166,0.9546065926551819,-2.719604969024658
6000,0.12386281788349152,0.060117218643426895,0.06374559551477432,-1.6771570444107056,1.2715880870819092,1.2734200954437256,-2.7134838104248047
6500,0.07991599291563034,0.0392397865653038,0.04067620635032654,-1.852689266204834,1.5455821752548218,1.5375524759292603,-2.6864936351776123
7000,0.09876111149787903,0.049061425030231476,0.04969968646764755,-1.8738538026809692,1.5525072813034058,1.5476934909820557,-2.5822582244873047
7500,0.10786066204309464,0.05278639867901802,0.055074263364076614,-1.8925395011901855,1.6144559383392334,1.6281473636627197,-2.644204616546631
8000,0.08708757162094116,0.04288622364401817,0.04420134797692299,-1.793452262878418,1.541210412979126,1.5552968978881836,-2.312223196029663
8500,0.09024830162525177,0.044325388967990875,0.045922908931970596,-1.7163431644439697,1.5451996326446533,1.5405017137527466,-2.1871302127838135
9000,0.1411195546388626,0.070515476167202,0.07060407847166061,-1.6569523811340332,1.483769178390503,1.4856040477752686,-2.0117616653442383
9500,0.07784035056829453,0.03864509239792824,0.03919525817036629,-1.5093849897384644,1.2911816835403442,1.272129774093628,-1.513302206993103
10000,0.07528994232416153,0.037346068769693375,0.037943873554468155,-1.444212555885315,1.2603856325149536,1.252203345298767,-1.6092408895492554
10500,0.16814404726028442,0.08500298857688904,0.08314105123281479,-1.2466681003570557,1.0747089385986328,1.0732076168060303,-1.2126497030258179
11000,0.035390704870224,0.017760775983333588,0.01762993074953556,-1.2421143054962158,1.0592689514160156,1.0805373191833496,-1.0572223663330078
11500,0.07115064561367035,0.0359642468392849,0.03518639877438545,-1.1172937154769897,0.985021710395813,0.9820705056190491,-0.8657055497169495
12000,0.07188205420970917,0.037006400525569916,0.03487565368413925,-1.064577341079712,0.9245232343673706,0.9232747554779053,-1.1269543170928955
12500,0.02580779418349266,0.01331948023289442,0.01248831395059824,-0.8309174180030823,0.6947840452194214,0.703291654586792,-0.8676558136940002
13000,0.016834460198879242,0.008418003097176552,0.008416456170380116,-0.7749567031860352,0.656417727470398,0.6636171936988831,-0.5911198854446411
13500,0.018555009737610817,0.009272564202547073,0.009282445535063744,-0.6020964980125427,0.5116085410118103,0.5046008229255676,-0.8701797127723694
14000,0.022681713104248047,0.011658048257231712,0.01102366391569376,-0.4686954915523529,0.3481045961380005,0.3442053496837616,-0.4284875988960266
14500,0.009199576452374458,0.0039977761916816235,0.005201800726354122,-0.3356531262397766,0.22502294182777405,0.21422703564167023,-0.1055087074637413
15000,0.011221496388316154,0.005482145119458437,0.005739351734519005,-0.22050026059150696,0.12766611576080322,0.13646872341632843,-0.1477736234664917
15500,0.010313877835869789,0.0050191981717944145,0.005294680129736662,-0.1455059051513672,0.06075342744588852,0.06371225416660309,-0.1535724401473999
16000,0.009311709553003311,0.004743456374853849,0.0045682527124881744,-0.04858112335205078,-0.022294532507658005,-0.013267023488879204,0.2542720437049866
16500,0.00522197037935257,0.0026282784529030323,0.0025936919264495373,0.0726543515920639,-0.1432032585144043,-0.1440712958574295,0.49086806178092957
17000,0.005125668831169605,0.0025538818445056677,0.002571786753833294,0.1272842139005661,-0.1970493197441101,-0.18861521780490875,0.4992676377296448
17500,0.010623008944094181,0.0056032659485936165,0.005019742995500565,0.15965862572193146,-0.2483733594417572,-0.23944436013698578,0.6629415154457092
18000,0.011707238852977753,0.006167256273329258,0.005539983045309782,0.2718539237976074,-0.3324984014034271,-0.32990026473999023,0.9630905389785767
18500,0.005190880969166756,0.0025313296355307102,0.002659551566466689,0.30154892802238464,-0.3800044655799866,-0.3732300400733948,1.1397854089736938
19000,0.017400037497282028,0.008880342356860638,0.008519694209098816,0.3503745198249817,-0.44104355573654175,-0.4429474472999573,1.3404396772384644
19500,0.010495488531887531,0.005234221927821636,0.005261266604065895,0.40701866149902344,-0.46141132712364197,-0.4538799524307251,1.5543994903564453
20000,0.010881094262003899,0.0056127747520804405,0.005268319509923458,0.4221772849559784,-0.509924054145813,-0.5028338432312012,1.9817146062850952
20500,0.007129513658583164,0.003527267836034298,0.00360224605537951,0.47754085063934326,-0.5349701642990112,-0.5369362831115723,1.9420984983444214
21000,0.009553860872983932,0.004750456195324659,0.004803404677659273,0.5359293222427368,-0.5999295711517334,-0.6058081984519958,2.4700872898101807
21500,0.013354228809475899,0.006629866547882557,0.0067243617959320545,0.5421770811080933,-0.5973106026649475,-0.6021268367767334,2.4233322143554688
22000,0.01879272237420082,0.010424266569316387,0.008368454873561859,0.5940442085266113,-0.6795139312744141,-0.6826551556587219,2.861285448074341
