episode,step,episodic_return,episode_length,elapsed_sec
1,50,-50.0,50.0,0.06183576583862305
2,100,-50.0,50.0,0.12653446197509766
3,150,-50.0,50.0,0.18228387832641602
4,200,-50.0,50.0,0.23409080505371094
5,250,-50.0,50.0,0.284665584564209
6,300,-50.0,50.0,0.33353233337402344
7,350,-50.0,50.0,0.38573741912841797
8,400,-50.0,50.0,0.4324636459350586
9,450,-50.0,50.0,0.48291611671447754
10,500,-50.0,50.0,0.5307176113128662
11,550,-50.0,50.0,0.5809204578399658
12,600,-50.0,50.0,0.633587121963501
13,650,-50.0,50.0,0.6808590888977051
14,700,-50.0,50.0,0.7277927398681641
15,750,-50.0,50.0,0.7816216945648193
16,800,-50.0,50.0,0.8291807174682617
17,850,-50.0,50.0,0.8797495365142822
18,900,-50.0,50.0,0.929309606552124
19,950,-50.0,50.0,0.9818291664123535
20,1000,-50.0,50.0,1.029000997543335
21,1050,-50.0,50.0,1.077636480331421
22,1100,-50.0,50.0,1.1237804889678955
23,1150,-50.0,50.0,1.1734519004821777
24,1200,-50.0,50.0,1.2236602306365967
25,1250,-50.0,50.0,1.2739975452423096
26,1300,-50.0,50.0,1.3246142864227295
27,1350,-50.0,50.0,1.3778681755065918
28,1400,-50.0,50.0,1.4259002208709717
29,1450,-50.0,50.0,1.476546287536621
30,1500,-50.0,50.0,1.5251548290252686
31,1550,-50.0,50.0,1.575796127319336
32,1600,-50.0,50.0,1.62589430809021
33,1650,-50.0,50.0,1.6743676662445068
34,1700,-50.0,50.0,1.7227485179901123
35,1750,-50.0,50.0,1.7722580432891846
36,1800,-50.0,50.0,1.8199355602264404
37,1850,-50.0,50.0,1.8675782680511475
38,1900,-50.0,50.0,1.918226718902588
39,1950,0.0,50.0,1.9662251472473145
40,2000,-50.0,50.0,2.015862464904785
41,2050,-50.0,50.0,2.064509868621826
42,2100,-50.0,50.0,2.1114501953125
43,2150,-50.0,50.0,2.1580862998962402
44,2200,-50.0,50.0,2.2107255458831787
