step,critic_loss,q1_loss,q2_loss,actor_loss,q1_mean,q2_mean,log_pi_mean
5000,0.4767135977745056,0.20304833352565765,0.27366524934768677,-0.4969896078109741,0.10122007131576538,-0.06613341718912125,-2.5420403480529785
5500,0.379656046628952,0.18690015375614166,0.19275589287281036,-1.357947826385498,0.8848385810852051,0.8831076622009277,-2.737217664718628
6000,0.3341612219810486,0.13516004383563995,0.19900116324424744,-1.5736490488052368,1.2502481937408447,1.2655068635940552,-2.693460702896118
6500,0.265679270029068,0.11919666081666946,0.14648261666297913,-1.6025503873825073,1.321948766708374,1.3290281295776367,-2.719844341278076
7000,0.2770734429359436,0.13285309076309204,0.14422033727169037,-1.7720658779144287,1.5414506196975708,1.5001634359359741,-2.7115676403045654
7500,0.35433951020240784,0.1666715145111084,0.18766799569129944,-1.7581133842468262,1.500018835067749,1.4728151559829712,-2.723465919494629
8000,0.33677154779434204,0.1499827802181244,0.18678876757621765,-1.179900884628296,1.0631318092346191,1.0116326808929443,-2.6305789947509766
8500,0.9617846012115479,0.5082746148109436,0.45350998640060425,-1.0018062591552734,0.9673377275466919,0.9610936641693115,-2.635016918182373
9000,0.9957770705223083,0.5056818127632141,0.49009525775909424,-0.9841732978820801,0.8499369025230408,0.9423532485961914,-2.5891504287719727
9500,0.389401912689209,0.18977127969264984,0.19963063299655914,-0.8772065043449402,0.8756306171417236,0.8022764921188354,-2.4214282035827637
10000,0.4139150381088257,0.1590849757194519,0.2548300623893738,-0.557641863822937,0.614190936088562,0.6959483623504639,-2.3935017585754395
10500,1.699650764465332,0.8213724493980408,0.8782782554626465,-0.25420376658439636,0.20345959067344666,0.11288837343454361,-2.3408148288726807
11000,1.8732788562774658,0.945749044418335,0.9275297522544861,0.5065641403198242,-0.22932356595993042,-0.37835001945495605,-2.036428213119507
11500,3.0938539505004883,1.5624526739120483,1.5314011573791504,-0.41407814621925354,0.20661577582359314,0.38142332434654236,-1.6542450189590454
12000,0.49311190843582153,0.2326582819223404,0.26045361161231995,0.2562195658683777,-0.20966027677059174,-0.29133740067481995,-1.0035759210586548
12500,1.0002632141113281,0.5383824110031128,0.46188077330589294,0.4646719694137573,-0.5660501718521118,-0.5087760090827942,-0.5271072387695312
13000,4.523553848266602,2.263824462890625,2.2597293853759766,0.8013105988502502,-0.9161131381988525,-0.8411576747894287,-0.25025370717048645
13500,2.7242255210876465,1.342652440071106,1.381572961807251,0.41805359721183777,-0.524678647518158,-0.505294919013977,-0.7018488049507141
14000,1.1037429571151733,0.5952515006065369,0.5084914565086365,1.1743969917297363,-1.1321302652359009,-1.189958930015564,0.37586456537246704
14500,3.3795485496520996,1.711951732635498,1.6675968170166016,1.0409581661224365,-1.3133060932159424,-1.064441442489624,-0.6429332494735718
15000,7.57608699798584,3.7675821781158447,3.808505058288574,1.69735586643219,-1.7367478609085083,-1.7530996799468994,0.3430924117565155
15500,0.3169505298137665,0.17494219541549683,0.14200833439826965,0.9328688383102417,-1.0319570302963257,-0.997019350528717,-0.49404075741767883
16000,1.2937802076339722,0.627172589302063,0.6666076183319092,1.6272425651550293,-1.6497128009796143,-1.6910618543624878,2.944465160369873
16500,0.7237519025802612,0.3214755654335022,0.40227633714675903,1.5250244140625,-1.4523842334747314,-1.6333380937576294,0.7613570094108582
17000,2.402869462966919,1.157082438468933,1.2457870244979858,1.607589602470398,-1.6277527809143066,-1.5510272979736328,0.8633742928504944
17500,2.0601394176483154,0.9671798348426819,1.0929596424102783,1.8774116039276123,-1.7719368934631348,-1.7595577239990234,1.5458462238311768
18000,0.31080907583236694,0.14394381642341614,0.166865274310112,2.285327911376953,-2.3332433700561523,-2.220825433731079,2.217785596847534
18500,0.581892728805542,0.25607210397720337,0.3258206248283386,1.805014729499817,-1.9247665405273438,-1.777105450630188,1.128677248954773
19000,0.8190231323242188,0.4472621977329254,0.3717609643936157,2.04150390625,-1.933567762374878,-2.073003053665161,2.931612253189087
19500,1.4833121299743652,0.7124245166778564,0.7708876729011536,2.3754684925079346,-2.364366292953491,-2.586184501647949,2.009810209274292
20000,3.459339141845703,1.646513819694519,1.8128254413604736,1.7283071279525757,-1.6038963794708252,-1.7978373765945435,4.928511619567871
20500,0.4571182131767273,0.24357250332832336,0.21354569494724274,1.7703492641448975,-1.613012433052063,-1.716230869293213,6.520166397094727
21000,1.1789876222610474,0.5714309215545654,0.6075567007064819,2.7843563556671143,-2.465022087097168,-2.687805414199829,4.990325927734375
21500,0.6199835538864136,0.3554004728794098,0.2645830810070038,2.3136959075927734,-2.1344454288482666,-2.1802988052368164,2.384136438369751
22000,3.9279897212982178,2.0491364002227783,1.8788533210754395,3.0642452239990234,-3.09728741645813,-2.992513418197632,5.421287536621094
22500,4.415031433105469,2.2010509967803955,2.2139806747436523,2.0364673137664795,-2.0517845153808594,-1.9266120195388794,1.9162781238555908
23000,1.356362223625183,0.6892049312591553,0.6671572923660278,2.69252347946167,-2.3542778491973877,-2.5952253341674805,2.32126522064209
23500,0.3502956032752991,0.17595858871936798,0.1743370145559311,2.2186331748962402,-2.040177583694458,-2.1207125186920166,3.2655346393585205
24000,1.0665086507797241,0.5561116337776184,0.5103970170021057,2.255028009414673,-2.2905993461608887,-2.3053011894226074,3.664454221725464
24500,0.6715613007545471,0.29671087861061096,0.37485042214393616,3.6221020221710205,-3.3297488689422607,-3.4296205043792725,6.635651111602783
25000,1.2241207361221313,0.6425267457962036,0.5815939903259277,2.4752840995788574,-2.475635290145874,-2.182446002960205,4.264823913574219
25500,3.950312614440918,1.9933334589004517,1.9569791555404663,2.031123638153076,-2.0904462337493896,-1.9655791521072388,4.568782329559326
26000,5.143238067626953,2.6114003658294678,2.5318374633789062,4.15421724319458,-4.012988090515137,-3.984867811203003,5.247006893157959
26500,0.8275784254074097,0.37915295362472534,0.4484255015850067,3.356853485107422,-3.2863857746124268,-3.3392951488494873,2.4933016300201416
27000,0.765290379524231,0.37868931889533997,0.3866010308265686,2.7515456676483154,-2.5182368755340576,-2.6480722427368164,2.8132522106170654
27500,5.542308807373047,2.780564546585083,2.761744260787964,3.3590402603149414,-3.525184154510498,-3.4491212368011475,2.3304924964904785
28000,0.41409140825271606,0.1752832680940628,0.23880815505981445,3.166743516921997,-3.264050245285034,-3.3014726638793945,4.254471302032471
28500,4.433368682861328,2.2254984378814697,2.2078700065612793,3.438938617706299,-3.311582088470459,-3.3103537559509277,2.0763235092163086
29000,0.945499062538147,0.4424375295639038,0.5030615329742432,3.550020456314087,-3.4263319969177246,-3.5270018577575684,2.539496898651123
29500,0.502261757850647,0.23485389351844788,0.2674078345298767,2.2395410537719727,-2.224484920501709,-2.1077053546905518,2.6935627460479736
