episode,step,episodic_return,episode_length,elapsed_sec
1,50,-50.0,50.0,0.06557226181030273
2,100,-50.0,50.0,0.12405824661254883
3,150,-50.0,50.0,0.1795816421508789
4,200,-50.0,50.0,0.22831439971923828
5,250,-50.0,50.0,0.27974891662597656
6,300,-50.0,50.0,0.3303999900817871
7,350,-50.0,50.0,0.38054847717285156
8,400,-50.0,50.0,0.4266636371612549
9,450,-50.0,50.0,0.4734649658203125
10,500,-50.0,50.0,0.5191144943237305
11,550,-50.0,50.0,0.5653223991394043
12,600,-50.0,50.0,0.6129467487335205
13,650,-50.0,50.0,0.6611490249633789
14,700,-50.0,50.0,0.7111663818359375
15,750,-50.0,50.0,0.7580735683441162
16,800,-50.0,50.0,0.8066427707672119
17,850,-50.0,50.0,0.857027530670166
18,900,-50.0,50.0,0.9050750732421875
19,950,-50.0,50.0,0.9552364349365234
20,1000,0.0,50.0,1.0078330039978027
21,1050,-50.0,50.0,1.0594072341918945
22,1100,-50.0,50.0,1.106982707977295
23,1150,-50.0,50.0,1.1580064296722412
24,1200,-50.0,50.0,1.205486536026001
25,1250,-50.0,50.0,1.2550594806671143
26,1300,-50.0,50.0,1.306140422821045
27,1350,-50.0,50.0,1.3549754619598389
28,1400,-50.0,50.0,1.405367374420166
29,1450,-50.0,50.0,1.453864574432373
30,1500,-50.0,50.0,1.5080299377441406
31,1550,-50.0,50.0,1.5598390102386475
32,1600,-50.0,50.0,1.6092753410339355
33,1650,-50.0,50.0,1.6690373420715332
34,1700,-50.0,50.0,1.7186338901519775
35,1750,-50.0,50.0,1.7690246105194092
36,1800,-50.0,50.0,1.8187239170074463
37,1850,-50.0,50.0,1.8698079586029053
38,1900,0.0,50.0,1.922421932220459
39,1950,-50.0,50.0,1.9754979610443115
40,2000,-50.0,50.0,2.0261974334716797
41,2050,-50.0,50.0,2.0778419971466064
42,2100,-50.0,50.0,2.130370616912842
43,2150,-50.0,50.0,2.1834471225738525
44,2200,-50.0,50.0,2.2340683937072754
45,2250,-50.0,50.0,2.2821431159973145
46,2300,-50.0,50.0,2.3307178020477295
47,2350,-50.0,50.0,2.381287097930908
48,2400,-50.0,50.0,2.4338979721069336
49,2450,-50.0,50.0,2.4836158752441406
50,2500,-50.0,50.0,2.533174514770508
51,2550,-50.0,50.0,2.5852479934692383
52,2600,-50.0,50.0,2.6338133811950684
53,2650,-50.0,50.0,2.682889461517334
54,2700,-50.0,50.0,2.72945237159729
55,2750,-50.0,50.0,2.7805287837982178
56,2800,-50.0,50.0,2.8255820274353027
57,2850,-50.0,50.0,2.873727560043335
58,2900,-50.0,50.0,2.9192898273468018
59,2950,-50.0,50.0,2.966346502304077
60,3000,-50.0,50.0,3.0194735527038574
61,3050,-50.0,50.0,3.0697975158691406
62,3100,-50.0,50.0,3.118354082107544
63,3150,-50.0,50.0,3.168109655380249
64,3200,-50.0,50.0,3.2158801555633545
65,3250,-50.0,50.0,3.265439033508301
66,3300,-50.0,50.0,3.3165316581726074
67,3350,-50.0,50.0,3.3762459754943848
68,3400,-50.0,50.0,3.4258298873901367
69,3450,-50.0,50.0,3.4739959239959717
70,3500,-50.0,50.0,3.525648832321167
71,3550,-50.0,50.0,3.580260753631592
72,3600,0.0,50.0,3.631864070892334
73,3650,-50.0,50.0,3.686469554901123
74,3700,-50.0,50.0,3.7439417839050293
75,3750,-50.0,50.0,3.7930688858032227
76,3800,-50.0,50.0,3.84323787689209
77,3850,-50.0,50.0,3.890808582305908
78,3900,-50.0,50.0,3.944375514984131
79,3950,-50.0,50.0,3.99094557762146
80,4000,-50.0,50.0,4.038503408432007
81,4050,-50.0,50.0,4.0881218910217285
82,4100,-50.0,50.0,4.135127067565918
83,4150,-50.0,50.0,4.184694766998291
84,4200,-50.0,50.0,4.236353635787964
85,4250,-50.0,50.0,4.2869226932525635
86,4300,0.0,50.0,4.334573745727539
87,4350,-50.0,50.0,4.385320425033569
88,4400,-50.0,50.0,4.436906576156616
89,4450,0.0,50.0,4.482211112976074
90,4500,-50.0,50.0,4.534805536270142
91,4550,-50.0,50.0,4.582370042800903
92,4600,-50.0,50.0,4.634006500244141
93,4650,-50.0,50.0,4.690417766571045
94,4700,-50.0,50.0,4.73899507522583
95,4750,-50.0,50.0,4.787051439285278
96,4800,-50.0,50.0,4.835690259933472
97,4850,-50.0,50.0,4.885425806045532
98,4900,-50.0,50.0,4.934103965759277
99,4950,-50.0,50.0,4.984758377075195
100,5000,-50.0,50.0,5.033321142196655
101,5050,-50.0,50.0,5.809197664260864
102,5100,-50.0,50.0,5.884104490280151
103,5150,-50.0,50.0,5.943760871887207
104,5200,-50.0,50.0,5.995842456817627
105,5250,-50.0,50.0,6.047990560531616
106,5300,-50.0,50.0,6.098203420639038
107,5350,-50.0,50.0,6.149759531021118
108,5400,-50.0,50.0,6.203867197036743
109,5450,-50.0,50.0,6.253499746322632
110,5500,-50.0,50.0,6.3076255321502686
111,5550,-50.0,50.0,6.357659339904785
112,5600,-50.0,50.0,6.410333633422852
113,5650,-50.0,50.0,6.458974599838257
114,5700,0.0,50.0,6.5060882568359375
115,5750,-50.0,50.0,6.551730632781982
116,5800,-50.0,50.0,6.600914001464844
117,5850,-50.0,50.0,6.652565002441406
118,5900,-50.0,50.0,6.697702884674072
119,5950,-50.0,50.0,6.743786811828613
120,6000,-50.0,50.0,6.796079397201538
121,6050,-50.0,50.0,6.844507217407227
122,6100,-50.0,50.0,6.895676136016846
123,6150,-50.0,50.0,6.944877862930298
124,6200,0.0,50.0,6.991054534912109
125,6250,-50.0,50.0,7.037684440612793
126,6300,-50.0,50.0,7.0894129276275635
127,6350,-50.0,50.0,7.138143539428711
128,6400,-50.0,50.0,7.190230846405029
129,6450,-50.0,50.0,7.239856481552124
