episode,step,episodic_return,episode_length,elapsed_sec
1,50,-50.0,50.0,0.062050819396972656
2,100,-50.0,50.0,0.12660670280456543
3,150,-50.0,50.0,0.19727396965026855
4,200,-50.0,50.0,0.24623465538024902
5,250,-50.0,50.0,0.29836583137512207
6,300,-50.0,50.0,0.3484468460083008
7,350,-48.0,50.0,0.3961176872253418
8,400,-50.0,50.0,0.4454176425933838
9,450,-50.0,50.0,0.495941162109375
10,500,-50.0,50.0,0.5451765060424805
11,550,-47.0,50.0,0.5937120914459229
12,600,-50.0,50.0,0.6453204154968262
13,650,-50.0,50.0,0.6962995529174805
14,700,-50.0,50.0,0.7452566623687744
15,750,-50.0,50.0,0.794276237487793
16,800,-50.0,50.0,0.8465402126312256
17,850,-50.0,50.0,0.8982319831848145
18,900,-50.0,50.0,0.9459986686706543
19,950,-50.0,50.0,0.9961552619934082
20,1000,-50.0,50.0,1.044372797012329
21,1050,-50.0,50.0,1.0943150520324707
22,1100,-50.0,50.0,1.143789291381836
23,1150,-50.0,50.0,1.1959631443023682
24,1200,-44.0,50.0,1.2454848289489746
25,1250,-50.0,50.0,1.2963917255401611
26,1300,-50.0,50.0,1.3503801822662354
27,1350,-50.0,50.0,1.4010310173034668
28,1400,-50.0,50.0,1.4551758766174316
29,1450,-50.0,50.0,1.5076310634613037
30,1500,-50.0,50.0,1.5580635070800781
31,1550,-50.0,50.0,1.610055685043335
32,1600,-43.0,50.0,1.659339189529419
33,1650,-50.0,50.0,1.7100577354431152
34,1700,-40.0,50.0,1.7613935470581055
35,1750,-50.0,50.0,1.8099541664123535
36,1800,-50.0,50.0,1.8574464321136475
37,1850,-50.0,50.0,1.9056296348571777
38,1900,-50.0,50.0,1.9556152820587158
39,1950,-50.0,50.0,2.0090487003326416
40,2000,-50.0,50.0,2.0592854022979736
41,2050,-50.0,50.0,2.107814311981201
42,2100,-50.0,50.0,2.1600847244262695
43,2150,-50.0,50.0,2.213289737701416
44,2200,-37.0,50.0,2.262373924255371
45,2250,-50.0,50.0,2.310429096221924
46,2300,-50.0,50.0,2.357944965362549
47,2350,-50.0,50.0,2.4094181060791016
48,2400,-50.0,50.0,2.461616277694702
49,2450,-50.0,50.0,2.5123350620269775
50,2500,-50.0,50.0,2.5623252391815186
51,2550,-46.0,50.0,2.6138739585876465
52,2600,-50.0,50.0,2.663834810256958
53,2650,-50.0,50.0,2.7140934467315674
54,2700,-50.0,50.0,2.7609822750091553
55,2750,-50.0,50.0,2.8118295669555664
56,2800,-50.0,50.0,2.8601467609405518
57,2850,-49.0,50.0,2.910541534423828
58,2900,-50.0,50.0,2.9604251384735107
59,2950,-47.0,50.0,3.0103559494018555
60,3000,-50.0,50.0,3.0677597522735596
61,3050,-50.0,50.0,3.1201412677764893
62,3100,-50.0,50.0,3.1709887981414795
63,3150,-50.0,50.0,3.220956325531006
64,3200,-50.0,50.0,3.2732656002044678
65,3250,-50.0,50.0,3.324368715286255
66,3300,-47.0,50.0,3.376997232437134
67,3350,-50.0,50.0,3.4401278495788574
68,3400,-50.0,50.0,3.488966941833496
69,3450,-50.0,50.0,3.538971185684204
70,3500,-50.0,50.0,3.5896384716033936
71,3550,-50.0,50.0,3.640058755874634
72,3600,-50.0,50.0,3.6896417140960693
73,3650,-50.0,50.0,3.7383017539978027
74,3700,-50.0,50.0,3.787036657333374
75,3750,-50.0,50.0,3.836907386779785
76,3800,-50.0,50.0,3.8862555027008057
77,3850,-50.0,50.0,3.9345543384552
78,3900,-50.0,50.0,3.987274646759033
79,3950,-50.0,50.0,4.036079168319702
