episode,step,episodic_return,episode_length,elapsed_sec
1,50,-50.0,50.0,0.06772184371948242
2,100,-50.0,50.0,0.12808918952941895
3,150,-50.0,50.0,0.19143939018249512
4,200,-50.0,50.0,0.24515843391418457
5,250,-50.0,50.0,0.30085182189941406
6,300,-50.0,50.0,0.3580508232116699
7,350,-50.0,50.0,0.41276049613952637
8,400,-50.0,50.0,0.4644298553466797
9,450,-50.0,50.0,0.5201094150543213
10,500,-50.0,50.0,0.5818655490875244
11,550,-50.0,50.0,0.6395282745361328
12,600,-50.0,50.0,0.6956970691680908
13,650,-50.0,50.0,0.7508623600006104
14,700,-50.0,50.0,0.8075559139251709
15,750,-34.0,50.0,0.8602283000946045
16,800,-50.0,50.0,0.9138801097869873
17,850,-50.0,50.0,0.9665408134460449
18,900,-50.0,50.0,1.0212373733520508
19,950,-50.0,50.0,1.0774097442626953
20,1000,-50.0,50.0,1.1346416473388672
21,1050,-50.0,50.0,1.189997911453247
22,1100,-50.0,50.0,1.2404367923736572
23,1150,-50.0,50.0,1.293579339981079
24,1200,-50.0,50.0,1.3476407527923584
25,1250,-50.0,50.0,1.4018054008483887
26,1300,-50.0,50.0,1.4569387435913086
27,1350,-50.0,50.0,1.507603645324707
28,1400,-50.0,50.0,1.5652015209197998
29,1450,-50.0,50.0,1.6188769340515137
30,1500,-50.0,50.0,1.6724328994750977
31,1550,-50.0,50.0,1.725095510482788
32,1600,-50.0,50.0,1.7779114246368408
33,1650,-50.0,50.0,1.832097053527832
34,1700,-50.0,50.0,1.884408950805664
35,1750,-50.0,50.0,1.9385721683502197
36,1800,-50.0,50.0,1.989797592163086
37,1850,-50.0,50.0,2.043468952178955
38,1900,-50.0,50.0,2.1006438732147217
39,1950,-50.0,50.0,2.1569106578826904
40,2000,-50.0,50.0,2.210080862045288
41,2050,-50.0,50.0,2.2647435665130615
42,2100,-50.0,50.0,2.3206305503845215
43,2150,-50.0,50.0,2.376817226409912
44,2200,-50.0,50.0,2.432446002960205
45,2250,-50.0,50.0,2.483762502670288
46,2300,-50.0,50.0,2.5339062213897705
47,2350,-50.0,50.0,2.5931031703948975
48,2400,-50.0,50.0,2.647254705429077
49,2450,-50.0,50.0,2.7009143829345703
50,2500,-50.0,50.0,2.7571754455566406
51,2550,-50.0,50.0,2.81381893157959
52,2600,-50.0,50.0,2.8690056800842285
53,2650,-50.0,50.0,2.9216558933258057
54,2700,-50.0,50.0,2.9723103046417236
55,2750,-50.0,50.0,3.0290961265563965
56,2800,-50.0,50.0,3.0805728435516357
57,2850,-50.0,50.0,3.1337153911590576
58,2900,-50.0,50.0,3.183377742767334
59,2950,-50.0,50.0,3.235456705093384
60,3000,-50.0,50.0,3.29314923286438
61,3050,-50.0,50.0,3.346745252609253
62,3100,-50.0,50.0,3.404806137084961
63,3150,-50.0,50.0,3.457995653152466
64,3200,-50.0,50.0,3.510197401046753
65,3250,-50.0,50.0,3.565506935119629
66,3300,-50.0,50.0,3.6230835914611816
67,3350,-50.0,50.0,3.6877362728118896
68,3400,-50.0,50.0,3.739145278930664
69,3450,-50.0,50.0,3.7908341884613037
70,3500,-50.0,50.0,3.845468044281006
71,3550,-50.0,50.0,3.902959108352661
72,3600,-50.0,50.0,3.959132194519043
73,3650,-50.0,50.0,4.012826204299927
