episode,step,episodic_return,episode_length,elapsed_sec
1,50,-50.0,50.0,0.06759023666381836
2,100,-50.0,50.0,0.12964868545532227
3,150,-50.0,50.0,0.19269919395446777
4,200,-50.0,50.0,0.24456310272216797
5,250,-50.0,50.0,0.296234130859375
6,300,-50.0,50.0,0.3489494323730469
7,350,-50.0,50.0,0.3984558582305908
8,400,0.0,50.0,0.44408679008483887
9,450,-50.0,50.0,0.4917287826538086
10,500,-50.0,50.0,0.5373632907867432
11,550,-50.0,50.0,0.5850064754486084
12,600,-50.0,50.0,0.6335487365722656
13,650,-50.0,50.0,0.6836299896240234
14,700,-50.0,50.0,0.7357902526855469
15,750,-50.0,50.0,0.7847626209259033
16,800,-50.0,50.0,0.8353352546691895
17,850,-50.0,50.0,0.8859908580780029
18,900,-50.0,50.0,0.9345626831054688
19,950,-50.0,50.0,0.9841320514678955
20,1000,-50.0,50.0,1.0327122211456299
21,1050,-50.0,50.0,1.083284616470337
22,1100,-50.0,50.0,1.1303699016571045
23,1150,-50.0,50.0,1.1809346675872803
24,1200,-50.0,50.0,1.2320318222045898
25,1250,-50.0,50.0,1.285602331161499
26,1300,-50.0,50.0,1.3381941318511963
27,1350,0.0,50.0,1.387319803237915
28,1400,-50.0,50.0,1.4388554096221924
29,1450,-50.0,50.0,1.487431526184082
30,1500,-50.0,50.0,1.5380048751831055
31,1550,-50.0,50.0,1.586066484451294
32,1600,-50.0,50.0,1.6336338520050049
33,1650,-50.0,50.0,1.6828033924102783
34,1700,-50.0,50.0,1.7304341793060303
35,1750,-50.0,50.0,1.7790253162384033
36,1800,-50.0,50.0,1.825143814086914
37,1850,-50.0,50.0,1.872579574584961
38,1900,-50.0,50.0,1.9222323894500732
39,1950,-50.0,50.0,1.9728960990905762
40,2000,-50.0,50.0,2.0204873085021973
41,2050,-50.0,50.0,2.070134401321411
42,2100,0.0,50.0,2.1220343112945557
43,2150,-50.0,50.0,2.176098346710205
44,2200,-50.0,50.0,2.2299811840057373
45,2250,-50.0,50.0,2.279738664627075
46,2300,-50.0,50.0,2.3258612155914307
47,2350,-50.0,50.0,2.380213975906372
48,2400,-50.0,50.0,2.430865526199341
49,2450,-50.0,50.0,2.479501962661743
50,2500,-50.0,50.0,2.5309855937957764
51,2550,-50.0,50.0,2.5858914852142334
52,2600,-50.0,50.0,2.6377222537994385
53,2650,-50.0,50.0,2.688404083251953
54,2700,-50.0,50.0,2.737598419189453
55,2750,-50.0,50.0,2.7910988330841064
56,2800,-50.0,50.0,2.837764263153076
57,2850,-50.0,50.0,2.885801315307617
58,2900,-50.0,50.0,2.9321887493133545
59,2950,-50.0,50.0,2.980835199356079
60,3000,-50.0,50.0,3.029818296432495
61,3050,-50.0,50.0,3.075958728790283
62,3100,-50.0,50.0,3.12461519241333
63,3150,-50.0,50.0,3.1737704277038574
64,3200,-50.0,50.0,3.223379135131836
